X,feature_types,gene_id,is_gene_coding
FAM122A,GEX,ENSG00000187866,1
FXN,GEX,ENSG00000165060,1
TJP2,GEX,ENSG00000119139,1
APBA1,GEX,ENSG00000107282,1
PTAR1,GEX,ENSG00000188647,1
MAMDC2-AS1,GEX,ENSG00000204706,0
MAMDC2,GEX,ENSG00000165072,1
SMC5-AS1,GEX,ENSG00000268364,0
SMC5,GEX,ENSG00000198887,1
AL162390.1,GEX,ENSG00000274421,0
KLF9,GEX,ENSG00000119138,1
TRPM3,GEX,ENSG00000083067,1
CEMIP2,GEX,ENSG00000135048,1
ABHD17B,GEX,ENSG00000107362,1
C9orf85,GEX,ENSG00000155621,1
LINC01504,GEX,ENSG00000225434,0
ZFAND5,GEX,ENSG00000107372,1
ALDH1A1,GEX,ENSG00000165092,1
ANXA1,GEX,ENSG00000135046,1
C9orf40,GEX,ENSG00000135045,1
CARNMT1-AS1,GEX,ENSG00000203321,0
CARNMT1,GEX,ENSG00000156017,1
NMRK1,GEX,ENSG00000106733,1
OSTF1,GEX,ENSG00000134996,1
PCSK5,GEX,ENSG00000099139,1
RFK,GEX,ENSG00000135002,1
GCNT1,GEX,ENSG00000187210,1
PRUNE2,GEX,ENSG00000106772,1
VPS13A,GEX,ENSG00000197969,1
GNAQ,GEX,ENSG00000156052,1
CEP78,GEX,ENSG00000148019,1
PSAT1,GEX,ENSG00000135069,1
TLE4,GEX,ENSG00000106829,1
TLE1,GEX,ENSG00000196781,1
AL591368.1,GEX,ENSG00000233926,0
FRMD3,GEX,ENSG00000172159,1
IDNK,GEX,ENSG00000148057,1
UBQLN1,GEX,ENSG00000135018,1
GKAP1,GEX,ENSG00000165113,1
KIF27,GEX,ENSG00000165115,1
C9orf64,GEX,ENSG00000165118,1
HNRNPK,GEX,ENSG00000165119,1
AL354733.3,GEX,ENSG00000235298,0
RMI1,GEX,ENSG00000178966,1
AGTPBP1,GEX,ENSG00000135049,1
NAA35,GEX,ENSG00000135040,1
GOLM1,GEX,ENSG00000135052,1
C9orf153,GEX,ENSG00000187753,1
ISCA1,GEX,ENSG00000135070,1
TUT7,GEX,ENSG00000083223,1
DAPK1,GEX,ENSG00000196730,1
CTSL,GEX,ENSG00000135047,1
SPIN1,GEX,ENSG00000106723,1
CKS2,GEX,ENSG00000123975,1
SECISBP2,GEX,ENSG00000187742,1
SEMA4D,GEX,ENSG00000187764,1
GADD45G,GEX,ENSG00000130222,1
SYK,GEX,ENSG00000165025,1
AL158071.3,GEX,ENSG00000230537,0
AL158071.1,GEX,ENSG00000229694,0
AUH,GEX,ENSG00000148090,1
NFIL3,GEX,ENSG00000165030,1
ROR2,GEX,ENSG00000169071,1
SPTLC1,GEX,ENSG00000090054,1
IARS,GEX,ENSG00000196305,1
NOL8,GEX,ENSG00000198000,1
CENPP,GEX,ENSG00000188312,1
OGN,GEX,ENSG00000106809,1
OMD,GEX,ENSG00000127083,1
ASPN,GEX,ENSG00000106819,1
ECM2,GEX,ENSG00000106823,1
IPPK,GEX,ENSG00000127080,1
BICD2,GEX,ENSG00000185963,1
ZNF484,GEX,ENSG00000127081,1
FGD3,GEX,ENSG00000127084,1
SUSD3,GEX,ENSG00000157303,1
CARD19,GEX,ENSG00000165233,1
NINJ1,GEX,ENSG00000131669,1
FAM120AOS,GEX,ENSG00000188938,1
FAM120A,GEX,ENSG00000048828,1
PHF2,GEX,ENSG00000197724,1
PTPDC1,GEX,ENSG00000158079,1
AL158152.1,GEX,ENSG00000269929,0
ZNF169,GEX,ENSG00000175787,1
AL691447.2,GEX,ENSG00000232063,0
MFSD14B,GEX,ENSG00000148110,1
FBP1,GEX,ENSG00000165140,1
AOPEP,GEX,ENSG00000148120,1
FANCC,GEX,ENSG00000158169,1
PTCH1,GEX,ENSG00000185920,1
LINC00476,GEX,ENSG00000175611,0
ERCC6L2,GEX,ENSG00000182150,1
SLC35D2,GEX,ENSG00000130958,1
ZNF367,GEX,ENSG00000165244,1
HABP4,GEX,ENSG00000130956,1
CDC14B,GEX,ENSG00000081377,1
PRXL2C,GEX,ENSG00000158122,1
AL589843.1,GEX,ENSG00000224848,0
ZNF510,GEX,ENSG00000081386,1
ZNF782,GEX,ENSG00000196597,1
MFSD14C,GEX,ENSG00000196312,0
AL590705.1,GEX,ENSG00000203279,0
CCDC180,GEX,ENSG00000197816,1
TDRD7,GEX,ENSG00000196116,1
TMOD1,GEX,ENSG00000136842,1
TSTD2,GEX,ENSG00000136925,1
NCBP1,GEX,ENSG00000136937,1
XPA,GEX,ENSG00000136936,1
TRMO,GEX,ENSG00000136932,1
AL499604.1,GEX,ENSG00000287070,0
HEMGN,GEX,ENSG00000136929,1
ANP32B,GEX,ENSG00000136938,1
NANS,GEX,ENSG00000095380,1
TRIM14,GEX,ENSG00000106785,1
CORO2A,GEX,ENSG00000106789,1
TBC1D2,GEX,ENSG00000095383,1
ANKS6,GEX,ENSG00000165138,1
GALNT12,GEX,ENSG00000119514,1
TGFBR1,GEX,ENSG00000106799,1
ALG2,GEX,ENSG00000119523,1
SEC61B,GEX,ENSG00000106803,1
STX17-AS1,GEX,ENSG00000255145,0
NR4A3,GEX,ENSG00000119508,1
STX17,GEX,ENSG00000136874,1
ERP44,GEX,ENSG00000023318,1
INVS,GEX,ENSG00000119509,1
TEX10,GEX,ENSG00000136891,1
MSANTD3,GEX,ENSG00000066697,1
TMEFF1,GEX,ENSG00000241697,1
MRPL50,GEX,ENSG00000136897,1
ZNF189,GEX,ENSG00000136870,1
RNF20,GEX,ENSG00000155827,1
SMC2,GEX,ENSG00000136824,1
NIPSNAP3A,GEX,ENSG00000136783,1
NIPSNAP3B,GEX,ENSG00000165028,1
ABCA1,GEX,ENSG00000165029,1
SLC44A1,GEX,ENSG00000070214,1
FSD1L,GEX,ENSG00000106701,1
FKTN,GEX,ENSG00000106692,1
TMEM38B,GEX,ENSG00000095209,1
LINC01505,GEX,ENSG00000234323,0
ZNF462,GEX,ENSG00000148143,1
RAD23B,GEX,ENSG00000119318,1
KLF4,GEX,ENSG00000136826,1
ELP1,GEX,ENSG00000070061,1
ABITRAM,GEX,ENSG00000119328,1
CTNNAL1,GEX,ENSG00000119326,1
TMEM245,GEX,ENSG00000106771,1
PALM2-AKAP2,GEX,ENSG00000157654,1
TXN,GEX,ENSG00000136810,1
LPAR1,GEX,ENSG00000198121,1
ECPAS,GEX,ENSG00000136813,1
ZNF483,GEX,ENSG00000173258,1
DNAJC25,GEX,ENSG00000059769,1
GNG10,GEX,ENSG00000242616,1
SHOC1,GEX,ENSG00000165181,1
UGCG,GEX,ENSG00000148154,1
AL138756.1,GEX,ENSG00000259953,0
SUSD1,GEX,ENSG00000106868,1
PTBP3,GEX,ENSG00000119314,1
HSDL2,GEX,ENSG00000119471,1
C9orf147,GEX,ENSG00000230185,0
KIAA1958,GEX,ENSG00000165185,1
INIP,GEX,ENSG00000148153,1
SNX30,GEX,ENSG00000148158,1
SLC31A2,GEX,ENSG00000136867,1
FKBP15,GEX,ENSG00000119321,1
SLC31A1,GEX,ENSG00000136868,1
CDC26,GEX,ENSG00000176386,1
PRPF4,GEX,ENSG00000136875,1
WDR31,GEX,ENSG00000148225,1
BSPRY,GEX,ENSG00000119411,1
HDHD3,GEX,ENSG00000119431,1
ALAD,GEX,ENSG00000148218,1
POLE3,GEX,ENSG00000148229,1
RGS3,GEX,ENSG00000138835,1
ZNF618,GEX,ENSG00000157657,1
AKNA,GEX,ENSG00000106948,1
AL138895.1,GEX,ENSG00000235119,0
WHRN,GEX,ENSG00000095397,1
ATP6V1G1,GEX,ENSG00000136888,1
TMEM268,GEX,ENSG00000157693,1
DEC1,GEX,ENSG00000173077,0
TNFSF8,GEX,ENSG00000106952,1
ASTN2,GEX,ENSG00000148219,1
TLR4,GEX,ENSG00000136869,1
CDK5RAP2,GEX,ENSG00000136861,1
MEGF9,GEX,ENSG00000106780,1
FBXW2,GEX,ENSG00000119402,1
PSMD5,GEX,ENSG00000095261,1
PHF19,GEX,ENSG00000119403,1
TRAF1,GEX,ENSG00000056558,1
C5,GEX,ENSG00000106804,1
CNTRL,GEX,ENSG00000119397,1
RAB14,GEX,ENSG00000119396,1
GSN,GEX,ENSG00000148180,1
STOM,GEX,ENSG00000148175,1
AL359644.1,GEX,ENSG00000227355,0
DAB2IP,GEX,ENSG00000136848,1
TTLL11,GEX,ENSG00000175764,1
NDUFA8,GEX,ENSG00000119421,1
RBM18,GEX,ENSG00000119446,1
MRRF,GEX,ENSG00000148187,1
PTGS1,GEX,ENSG00000095303,1
PDCL,GEX,ENSG00000136940,1
RC3H2,GEX,ENSG00000056586,1
ZBTB6,GEX,ENSG00000186130,1
ZBTB26,GEX,ENSG00000171448,1
RABGAP1,GEX,ENSG00000011454,1
STRBP,GEX,ENSG00000165209,1
DENND1A,GEX,ENSG00000119522,1
AL390774.2,GEX,ENSG00000230826,0
NEK6,GEX,ENSG00000119408,1
PSMB7,GEX,ENSG00000136930,1
NR6A1,GEX,ENSG00000148200,1
MIR181A2HG,GEX,ENSG00000224020,0
RPL35,GEX,ENSG00000136942,1
ARPC5L,GEX,ENSG00000136950,1
GOLGA1,GEX,ENSG00000136935,1
SCAI,GEX,ENSG00000173611,1
PPP6C,GEX,ENSG00000119414,1
RABEPK,GEX,ENSG00000136933,1
HSPA5,GEX,ENSG00000044574,1
GAPVD1,GEX,ENSG00000165219,1
MAPKAP1,GEX,ENSG00000119487,1
PBX3,GEX,ENSG00000167081,1
MVB12B,GEX,ENSG00000196814,1
ZBTB43,GEX,ENSG00000169155,1
ZBTB34,GEX,ENSG00000177125,1
RALGPS1,GEX,ENSG00000136828,1
GARNL3,GEX,ENSG00000136895,1
SLC2A8,GEX,ENSG00000136856,1
ZNF79,GEX,ENSG00000196152,1
RPL12,GEX,ENSG00000197958,1
LRSAM1,GEX,ENSG00000148356,1
NIBAN2,GEX,ENSG00000136830,1
STXBP1,GEX,ENSG00000136854,1
PTRH1,GEX,ENSG00000187024,1
TTC16,GEX,ENSG00000167094,1
TOR2A,GEX,ENSG00000160404,1
SH2D3C,GEX,ENSG00000095370,1
CDK9,GEX,ENSG00000136807,1
FPGS,GEX,ENSG00000136877,1
ENG,GEX,ENSG00000106991,1
AL162586.1,GEX,ENSG00000225032,0
AK1,GEX,ENSG00000106992,1
ST6GALNAC6,GEX,ENSG00000160408,1
ST6GALNAC4,GEX,ENSG00000136840,1
PIP5KL1,GEX,ENSG00000167103,1
DPM2,GEX,ENSG00000136908,1
FAM102A,GEX,ENSG00000167106,1
NAIF1,GEX,ENSG00000171169,1
SLC25A25,GEX,ENSG00000148339,1
SLC25A25-AS1,GEX,ENSG00000234771,0
PTGES2,GEX,ENSG00000148334,1
C9orf16,GEX,ENSG00000171159,1
CIZ1,GEX,ENSG00000148337,1
DNM1,GEX,ENSG00000106976,1
GOLGA2,GEX,ENSG00000167110,1
SWI5,GEX,ENSG00000175854,1
TRUB2,GEX,ENSG00000167112,1
COQ4,GEX,ENSG00000167113,1
SLC27A4,GEX,ENSG00000167114,1
URM1,GEX,ENSG00000167118,1
ODF2,GEX,ENSG00000136811,1
GLE1,GEX,ENSG00000119392,1
AL356481.1,GEX,ENSG00000228395,0
SPTAN1,GEX,ENSG00000197694,1
WDR34,GEX,ENSG00000119333,1
HMGA1P4,GEX,ENSG00000234705,0
SET,GEX,ENSG00000119335,1
PKN3,GEX,ENSG00000160447,1
ZER1,GEX,ENSG00000160445,1
TBC1D13,GEX,ENSG00000107021,1
ENDOG,GEX,ENSG00000167136,1
SPOUT1,GEX,ENSG00000198917,1
KYAT1,GEX,ENSG00000171097,1
LRRC8A,GEX,ENSG00000136802,1
PHYHD1,GEX,ENSG00000175287,1
NUP188,GEX,ENSG00000095319,1
SH3GLB2,GEX,ENSG00000148341,1
MIGA2,GEX,ENSG00000148343,1
CRAT,GEX,ENSG00000095321,1
PTPA,GEX,ENSG00000119383,1
IER5L,GEX,ENSG00000188483,1
AL161785.1,GEX,ENSG00000224307,0
LINC00963,GEX,ENSG00000204054,0
NTMT1,GEX,ENSG00000148335,1
ASB6,GEX,ENSG00000148331,1
TOR1B,GEX,ENSG00000136816,1
TOR1A,GEX,ENSG00000136827,1
C9orf78,GEX,ENSG00000136819,1
USP20,GEX,ENSG00000136878,1
FNBP1,GEX,ENSG00000187239,1
GPR107,GEX,ENSG00000148358,1
NCS1,GEX,ENSG00000107130,1
FUBP3,GEX,ENSG00000107164,1
EXOSC2,GEX,ENSG00000130713,1
ABL1,GEX,ENSG00000097007,1
NUP214,GEX,ENSG00000126883,1
AL157938.2,GEX,ENSG00000236986,0
AL157938.3,GEX,ENSG00000246851,0
FAM78A,GEX,ENSG00000126882,1
PRRC2B,GEX,ENSG00000130723,0
POMT1,GEX,ENSG00000130714,1
UCK1,GEX,ENSG00000130717,1
RAPGEF1,GEX,ENSG00000107263,1
MED27,GEX,ENSG00000160563,1
NTNG2,GEX,ENSG00000196358,1
SETX,GEX,ENSG00000107290,1
TTF1,GEX,ENSG00000125482,1
DDX31,GEX,ENSG00000125485,1
GTF3C4,GEX,ENSG00000125484,1
AK8,GEX,ENSG00000165695,1
TSC1,GEX,ENSG00000165699,1
GFI1B,GEX,ENSG00000165702,1
GTF3C5,GEX,ENSG00000148308,1
RALGDS,GEX,ENSG00000160271,1
GBGT1,GEX,ENSG00000148288,1
ABO,GEX,ENSG00000175164,1
SURF6,GEX,ENSG00000148296,1
MED22,GEX,ENSG00000148297,1
RPL7A,GEX,ENSG00000148303,1
SURF1,GEX,ENSG00000148290,1
SURF2,GEX,ENSG00000148291,1
SURF4,GEX,ENSG00000148248,1
REXO4,GEX,ENSG00000148300,1
SLC2A6,GEX,ENSG00000160326,1
VAV2,GEX,ENSG00000160293,1
BRD3,GEX,ENSG00000169925,1
WDR5,GEX,ENSG00000196363,1
RXRA,GEX,ENSG00000186350,1
FCN1,GEX,ENSG00000085265,1
MRPS2,GEX,ENSG00000122140,1
CAMSAP1,GEX,ENSG00000130559,1
AL355574.1,GEX,ENSG00000238058,0
UBAC1,GEX,ENSG00000130560,1
NACC2,GEX,ENSG00000148411,1
TMEM250,GEX,ENSG00000238227,1
QSOX2,GEX,ENSG00000165661,1
GPSM1,GEX,ENSG00000160360,1
CARD9,GEX,ENSG00000187796,1
SNAPC4,GEX,ENSG00000165684,1
ENTR1,GEX,ENSG00000165689,1
PMPCA,GEX,ENSG00000165688,1
INPP5E,GEX,ENSG00000148384,1
SEC16A,GEX,ENSG00000148396,1
NOTCH1,GEX,ENSG00000148400,1
EGFL7,GEX,ENSG00000172889,1
AGPAT2,GEX,ENSG00000169692,1
DIPK1B,GEX,ENSG00000165716,1
SNHG7,GEX,ENSG00000233016,0
TMEM141,GEX,ENSG00000244187,1
CCDC183,GEX,ENSG00000213213,1
RABL6,GEX,ENSG00000196642,1
PHPT1,GEX,ENSG00000054148,1
EDF1,GEX,ENSG00000107223,1
TRAF2,GEX,ENSG00000127191,1
FBXW5,GEX,ENSG00000159069,1
PTGDS,GEX,ENSG00000107317,1
PAXX,GEX,ENSG00000148362,1
CLIC3,GEX,ENSG00000169583,1
ABCA2,GEX,ENSG00000107331,1
C9orf139,GEX,ENSG00000180539,0
FUT7,GEX,ENSG00000180549,1
NPDC1,GEX,ENSG00000107281,1
SAPCD2,GEX,ENSG00000186193,1
UAP1L1,GEX,ENSG00000197355,1
MAN1B1,GEX,ENSG00000177239,1
DPP7,GEX,ENSG00000176978,1
ANAPC2,GEX,ENSG00000176248,1
SSNA1,GEX,ENSG00000176101,1
TPRN,GEX,ENSG00000176058,1
TMEM203,GEX,ENSG00000187713,1
NDOR1,GEX,ENSG00000188566,1
BX255925.3,GEX,ENSG00000284976,1
TUBB4B,GEX,ENSG00000188229,1
NELFB,GEX,ENSG00000188986,1
EXD3,GEX,ENSG00000187609,1
NOXA1,GEX,ENSG00000188747,1
NSMF,GEX,ENSG00000165802,1
PNPLA7,GEX,ENSG00000130653,1
MRPL41,GEX,ENSG00000182154,1
DPH7,GEX,ENSG00000148399,1
ZMYND19,GEX,ENSG00000165724,1
ARRDC1,GEX,ENSG00000197070,1
ARRDC1-AS1,GEX,ENSG00000203993,0
EHMT1,GEX,ENSG00000181090,1
ZMYND11,GEX,ENSG00000015171,1
DIP2C,GEX,ENSG00000151240,1
LARP4B,GEX,ENSG00000107929,1
GTPBP4,GEX,ENSG00000107937,1
IDI2-AS1,GEX,ENSG00000232656,0
IDI1,GEX,ENSG00000067064,1
WDR37,GEX,ENSG00000047056,1
ADARB2,GEX,ENSG00000185736,1
PFKP,GEX,ENSG00000067057,1
PITRM1,GEX,ENSG00000107959,1
PITRM1-AS1,GEX,ENSG00000237399,0
KLF6,GEX,ENSG00000067082,1
AL513303.1,GEX,ENSG00000287175,0
AKR1E2,GEX,ENSG00000165568,1
AKR1C3,GEX,ENSG00000196139,1
NET1,GEX,ENSG00000173848,1
ASB13,GEX,ENSG00000196372,1
TASOR2,GEX,ENSG00000108021,1
AL365356.1,GEX,ENSG00000226647,0
GDI2,GEX,ENSG00000057608,1
ANKRD16,GEX,ENSG00000134461,1
FBH1,GEX,ENSG00000134452,1
IL15RA,GEX,ENSG00000134470,1
IL2RA,GEX,ENSG00000134460,1
RBM17,GEX,ENSG00000134453,1
PFKFB3,GEX,ENSG00000170525,1
LINC02649,GEX,ENSG00000215244,0
PRKCQ,GEX,ENSG00000065675,1
PRKCQ-AS1,GEX,ENSG00000237943,0
LINC02648,GEX,ENSG00000225948,0
AL392086.3,GEX,ENSG00000287277,0
SFMBT2,GEX,ENSG00000198879,1
KIN,GEX,ENSG00000151657,1
ATP5F1C,GEX,ENSG00000165629,1
TAF3,GEX,ENSG00000165632,1
GATA3,GEX,ENSG00000107485,1
CELF2,GEX,ENSG00000048740,1
USP6NL,GEX,ENSG00000148429,1
ECHDC3,GEX,ENSG00000134463,1
PROSER2,GEX,ENSG00000148426,1
UPF2,GEX,ENSG00000151461,1
DHTKD1,GEX,ENSG00000181192,1
SEC61A2,GEX,ENSG00000065665,1
NUDT5,GEX,ENSG00000165609,1
CDC123,GEX,ENSG00000151465,1
CAMK1D,GEX,ENSG00000183049,1
OPTN,GEX,ENSG00000123240,1
MCM10,GEX,ENSG00000065328,1
PHYH,GEX,ENSG00000107537,1
SEPHS1,GEX,ENSG00000086475,1
BEND7,GEX,ENSG00000165626,1
PRPF18,GEX,ENSG00000165630,1
AL157392.3,GEX,ENSG00000239665,0
FRMD4A,GEX,ENSG00000151474,1
FAM107B,GEX,ENSG00000065809,1
CDNF,GEX,ENSG00000185267,1
HSPA14,GEX,ENSG00000284024,1
HSPA14-1,GEX,ENSG00000187522,1
SUV39H2,GEX,ENSG00000152455,1
DCLRE1C,GEX,ENSG00000152457,1
RPP38,GEX,ENSG00000152464,1
NMT2,GEX,ENSG00000152465,1
FAM171A1,GEX,ENSG00000148468,1
MINDY3,GEX,ENSG00000148481,1
PTER,GEX,ENSG00000165983,1
AL353576.1,GEX,ENSG00000287925,0
RSU1,GEX,ENSG00000148484,1
CUBN,GEX,ENSG00000107611,1
TRDMT1,GEX,ENSG00000107614,1
VIM-AS1,GEX,ENSG00000229124,0
VIM,GEX,ENSG00000026025,1
AL133415.1,GEX,ENSG00000234961,0
ST8SIA6,GEX,ENSG00000148488,1
ST8SIA6-AS1,GEX,ENSG00000204832,0
HACD1,GEX,ENSG00000165996,1
STAM,GEX,ENSG00000136738,1
MRC1,GEX,ENSG00000260314,1
CACNB2,GEX,ENSG00000165995,1
AL450384.2,GEX,ENSG00000240291,0
NSUN6,GEX,ENSG00000241058,1
ARL5B,GEX,ENSG00000165997,1
MALRD1,GEX,ENSG00000204740,1
PLXDC2,GEX,ENSG00000120594,1
MLLT10,GEX,ENSG00000078403,1
DNAJC1,GEX,ENSG00000136770,1
COMMD3,GEX,ENSG00000148444,1
BMI1,GEX,ENSG00000168283,1
SPAG6,GEX,ENSG00000077327,1
PIP4K2A,GEX,ENSG00000150867,1
MSRB2,GEX,ENSG00000148450,1
OTUD1,GEX,ENSG00000165312,1
AL512603.2,GEX,ENSG00000287124,0
KIAA1217,GEX,ENSG00000120549,1
ARHGAP21,GEX,ENSG00000107863,1
PRTFDC1,GEX,ENSG00000099256,1
APBB1IP,GEX,ENSG00000077420,1
PDSS1,GEX,ENSG00000148459,1
ABI1,GEX,ENSG00000136754,1
ANKRD26,GEX,ENSG00000107890,1
YME1L1,GEX,ENSG00000136758,1
MASTL,GEX,ENSG00000120539,1
ACBD5,GEX,ENSG00000107897,1
RAB18,GEX,ENSG00000099246,1
LINC02680,GEX,ENSG00000285737,0
MPP7,GEX,ENSG00000150054,1
WAC-AS1,GEX,ENSG00000254635,0
WAC,GEX,ENSG00000095787,1
SVIL,GEX,ENSG00000197321,1
MTPAP,GEX,ENSG00000107951,1
MAP3K8,GEX,ENSG00000107968,1
AL590068.4,GEX,ENSG00000287420,0
ZNF438,GEX,ENSG00000183621,1
ZEB1-AS1,GEX,ENSG00000237036,0
ZEB1,GEX,ENSG00000148516,1
ARHGAP12,GEX,ENSG00000165322,1
KIF5B,GEX,ENSG00000170759,1
EPC1,GEX,ENSG00000120616,1
AL391839.1,GEX,ENSG00000229327,0
CCDC7,GEX,ENSG00000216937,1
AL365203.2,GEX,ENSG00000273038,0
ITGB1,GEX,ENSG00000150093,1
ITGB1-DT,GEX,ENSG00000229656,0
IATPR,GEX,ENSG00000233387,0
NRP1,GEX,ENSG00000099250,1
PARD3,GEX,ENSG00000148498,1
CUL2,GEX,ENSG00000108094,1
AL392046.1,GEX,ENSG00000230534,0
CREM,GEX,ENSG00000095794,1
CCNY,GEX,ENSG00000108100,1
AL117336.2,GEX,ENSG00000271335,0
ZNF248,GEX,ENSG00000198105,1
ZNF25,GEX,ENSG00000175395,1
ZNF33A,GEX,ENSG00000189180,1
ZNF37A,GEX,ENSG00000075407,1
ZNF33B,GEX,ENSG00000196693,1
BMS1,GEX,ENSG00000165733,1
CSGALNACT2,GEX,ENSG00000169826,1
RASGEF1A,GEX,ENSG00000198915,1
HNRNPF,GEX,ENSG00000169813,1
ZNF487,GEX,ENSG00000243660,1
ZNF485,GEX,ENSG00000198298,1
ZNF32,GEX,ENSG00000169740,1
TMEM72-AS1,GEX,ENSG00000224812,0
RASSF4,GEX,ENSG00000107551,1
ZNF22,GEX,ENSG00000165512,1
ALOX5,GEX,ENSG00000012779,1
MARCH8,GEX,ENSG00000165406,1
ZFAND4,GEX,ENSG00000172671,1
WASHC2C,GEX,ENSG00000172661,1
AGAP4,GEX,ENSG00000188234,1
TIMM23,GEX,ENSG00000265354,1
NCOA4,GEX,ENSG00000266412,1
AGAP9,GEX,ENSG00000204172,1
MAPK8,GEX,ENSG00000107643,1
ARHGAP22,GEX,ENSG00000128805,1
WDFY4,GEX,ENSG00000128815,1
TMEM273,GEX,ENSG00000204161,1
ERCC6,GEX,ENSG00000225830,1
PARG,GEX,ENSG00000227345,1
TIMM23B,GEX,ENSG00000204152,1
TIMM23B-AGAP6,GEX,ENSG00000178440,1
WASHC2A,GEX,ENSG00000099290,1
SGMS1,GEX,ENSG00000198964,1
SGMS1-AS1,GEX,ENSG00000226200,0
ASAH2B,GEX,ENSG00000204147,1
PRKG1,GEX,ENSG00000185532,1
CSTF2T,GEX,ENSG00000177613,1
LNCAROD,GEX,ENSG00000231131,0
ZWINT,GEX,ENSG00000122952,1
IPMK,GEX,ENSG00000151151,1
CISD1,GEX,ENSG00000122873,1
UBE2D1,GEX,ENSG00000072401,1
TFAM,GEX,ENSG00000108064,1
BICC1,GEX,ENSG00000122870,1
SLC16A9,GEX,ENSG00000165449,1
CCDC6,GEX,ENSG00000108091,1
ANK3,GEX,ENSG00000151150,1
CDK1,GEX,ENSG00000170312,1
RHOBTB1,GEX,ENSG00000072422,1
ARID5B,GEX,ENSG00000150347,1
RTKN2,GEX,ENSG00000182010,1
ZNF365,GEX,ENSG00000138311,1
ADO,GEX,ENSG00000181915,1
EGR2,GEX,ENSG00000122877,1
NRBF2,GEX,ENSG00000148572,1
JMJD1C,GEX,ENSG00000171988,1
REEP3,GEX,ENSG00000165476,1
AC013287.1,GEX,ENSG00000228566,0
LINC01515,GEX,ENSG00000228065,0
CTNNA3,GEX,ENSG00000183230,1
SIRT1,GEX,ENSG00000096717,1
HERC4,GEX,ENSG00000148634,1
PBLD,GEX,ENSG00000108187,1
HNRNPH3,GEX,ENSG00000096746,1
RUFY2,GEX,ENSG00000204130,1
DNA2,GEX,ENSG00000138346,1
SLC25A16,GEX,ENSG00000122912,1
TET1,GEX,ENSG00000138336,1
CCAR1,GEX,ENSG00000060339,1
STOX1,GEX,ENSG00000165730,1
DDX50,GEX,ENSG00000107625,1
DDX21,GEX,ENSG00000165732,1
KIF1BP,GEX,ENSG00000198954,1
SRGN,GEX,ENSG00000122862,1
VPS26A,GEX,ENSG00000122958,1
SUPV3L1,GEX,ENSG00000156502,1
HKDC1,GEX,ENSG00000156510,1
HK1,GEX,ENSG00000156515,1
H2AFY2,GEX,ENSG00000099284,1
AIFM2,GEX,ENSG00000042286,1
TYSND1,GEX,ENSG00000156521,1
SAR1A,GEX,ENSG00000079332,1
PPA1,GEX,ENSG00000180817,1
LRRC20,GEX,ENSG00000172731,1
EIF4EBP2,GEX,ENSG00000148730,1
PALD1,GEX,ENSG00000107719,1
PRF1,GEX,ENSG00000180644,1
SGPL1,GEX,ENSG00000166224,1
SLC29A3,GEX,ENSG00000198246,1
CDH23,GEX,ENSG00000107736,1
VSIR,GEX,ENSG00000107738,1
PSAP,GEX,ENSG00000197746,1
SPOCK2,GEX,ENSG00000107742,1
ASCC1,GEX,ENSG00000138303,1
ANAPC16,GEX,ENSG00000166295,1
DDIT4,GEX,ENSG00000168209,1
DNAJB12,GEX,ENSG00000148719,1
MICU1,GEX,ENSG00000107745,1
MCU,GEX,ENSG00000156026,1
P4HA1,GEX,ENSG00000122884,1
NUDT13,GEX,ENSG00000166321,1
ECD,GEX,ENSG00000122882,1
FAM149B1,GEX,ENSG00000138286,1
DNAJC9,GEX,ENSG00000213551,1
MRPS16,GEX,ENSG00000182180,1
CFAP70,GEX,ENSG00000156042,1
ANXA7,GEX,ENSG00000138279,1
MSS51,GEX,ENSG00000166343,1
PPP3CB,GEX,ENSG00000107758,1
PPP3CB-AS1,GEX,ENSG00000221817,0
USP54,GEX,ENSG00000166348,1
AC073389.2,GEX,ENSG00000271848,0
AGAP5,GEX,ENSG00000172650,1
AC022400.4,GEX,ENSG00000272140,0
SEC24C,GEX,ENSG00000176986,1
FUT11,GEX,ENSG00000196968,1
CHCHD1,GEX,ENSG00000172586,1
ZSWIM8,GEX,ENSG00000214655,1
NDST2,GEX,ENSG00000166507,1
CAMK2G,GEX,ENSG00000148660,1
VCL,GEX,ENSG00000035403,1
AP3M1,GEX,ENSG00000185009,1
ADK,GEX,ENSG00000156110,1
KAT6B,GEX,ENSG00000156650,1
SAMD8,GEX,ENSG00000156671,1
VDAC2,GEX,ENSG00000165637,1
COMTD1,GEX,ENSG00000165644,1
ZNF503,GEX,ENSG00000165655,1
LRMDA,GEX,ENSG00000148655,1
DLG5,GEX,ENSG00000151208,1
POLR3A,GEX,ENSG00000148606,1
RPS24,GEX,ENSG00000138326,1
ZMIZ1-AS1,GEX,ENSG00000224596,0
ZMIZ1,GEX,ENSG00000108175,1
PPIF,GEX,ENSG00000108179,1
ZCCHC24,GEX,ENSG00000165424,1
NUTM2B-AS1,GEX,ENSG00000225484,0
AL135925.1,GEX,ENSG00000272447,0
TMEM254-AS1,GEX,ENSG00000230091,0
TMEM254,GEX,ENSG00000133678,1
ANXA11,GEX,ENSG00000122359,1
PRXL2A,GEX,ENSG00000122378,1
TSPAN14,GEX,ENSG00000108219,1
