"","x"
"5166","gdT cells"
"5167","Naive B"
"5168","CD4 memory"
"5169","gdT cells"
"5170","CD8 naive"
"5171","CD8 memory"
"5172","CD8 effector"
"5173","CD4 memory"
"5174","Classical monocytes"
"5175","T-NK-B cell doublets"
"5176","T-NK-B cell doublets"
"5177","CD4 memory"
"5178","NK-T doublets"
"5179","CD56dim CD16bright NK"
"5180","Regulatory T cells"
"5181","CD56dim CD16bright NK"
"5182","Classical monocytes"
"5183","CD4 memory"
"5184","gdT cells"
"5185","CD56dim CD16bright NK"
"5186","Classical monocytes"
"5187","Naive B"
"5188","CD56dim CD16bright NK"
"5189","CD56bright CD16dim NK"
"5190","MAIT-NKT cells"
"5191","CD8 effector"
"5192","CD56bright CD16dim NK"
"5193","gdT cells"
"5194","CD4 memory"
"5195","Proliferating T and NK cell"
"5196","CD8 naive"
"5197","Classical monocytes"
"5198","CD56dim CD16bright NK"
"5199","CD56dim CD16bright NK"
"5200","CD56dim CD16bright NK"
"5201","CD56dim CD16bright NK"
"5202","gdT cells"
"5203","Classical monocytes"
"5204","CD56dim CD16bright NK"
"5205","CD56dim CD16bright NK"
"5206","CD8 effector"
"5207","CD8 effector"
"5208","CD56dim CD16bright NK"
"5209","CD56dim CD16bright NK"
"5210","CD4 memory"
"5211","CD56dim CD16bright NK"
"5212","CD56dim CD16bright NK"
"5213","CD56dim CD16bright NK"
"5214","Non classical monocytes"
"5215","CD56dim CD16bright NK"
"5216","Naive B"
"5217","gdT cells"
"5218","Naive B"
"5219","gdT cells"
"5220","CD56dim CD16bright NK"
"5221","CD4 naive II"
"5222","Non classical monocytes"
"5223","CD56dim CD16bright NK"
"5224","CD4 memory"
"5225","CD4 naive I"
"5226","CD8 effector"
"5227","CD4 naive I"
"5228","CD4 memory"
"5229","CD8 effector"
"5230","CD4 naive I"
"5231","Memory B"
"5232","Neutrophils"
"5233","CD4 memory"
"5234","CD4 naive II"
"5235","CD4 naive II"
"5236","T-NK-B cell doublets"
"5237","CD4 memory"
"5238","CD56dim CD16bright NK"
"5239","gdT cells"
"5240","T-NK-B cell doublets"
"5241","Naive B"
"5242","CD4 naive I"
"5243","CD56dim CD16bright NK"
"5244","Platelet-bound monocytes"
"5245","CD56dim CD16bright NK"
"5246","gdT cells"
"5247","gdT cells"
"5248","CD4 memory"
"5249","CD56dim CD16bright NK"
"5250","Naive B"
"5251","Non classical monocytes"
"5252","CD56dim CD16bright NK"
"5253","CD56dim CD16bright NK"
"5254","CD4 naive II"
"5255","CD56dim CD16bright NK"
"5256","Classical monocytes"
"5257","CD56dim CD16bright NK"
"5258","Classical monocytes"
"5259","CD56dim CD16bright NK"
"5260","CD4 naive I"
"5261","CD8 memory"
"5262","CD56dim CD16bright NK"
"5263","CD56bright CD16dim NK"
"5264","CD56dim CD16bright NK"
"5265","Non classical monocytes"
"5266","MAIT-NKT cells"
"5267","T-NK-B cell doublets"
"5268","CD4 naive I"
"5269","MAIT-NKT cells"
"5270","CD8 effector"
"5271","Classical monocytes"
"5272","NK-T doublets"
"5273","Classical monocytes"
"5274","CD56dim CD16bright NK"
"5275","gdT cells"
"5276","Memory B"
"5277","CD4 naive I"
"5278","CD8 effector"
"5279","CD56dim CD16bright NK"
"5280","CD56dim CD16bright NK"
"5281","Classical monocytes"
"5282","CD4 naive II"
"5283","CD4 naive II"
"5284","Memory B"
"5285","Classical monocytes"
"5286","CD56dim CD16bright NK"
"5287","NK-T doublets"
"5288","Naive B"
"5289","CD56dim CD16bright NK"
"5290","CD56dim CD16bright NK"
"5291","MAIT-NKT cells"
"5292","Naive B"
"5293","plasmacytoid DC"
"5294","Neutrophils"
"5295","CD56dim CD16bright NK"
"5296","CD56dim CD16bright NK"
"5297","Classical monocytes"
"5298","MAIT-NKT cells"
"5299","gdT cells"
"5300","CD4 memory"
"5301","Non classical monocytes"
"5302","Memory B"
"5303","Naive B"
"5304","CD56dim CD16bright NK"
"5305","CD4 naive II"
"5306","MAIT-NKT cells"
"5307","Non classical monocytes"
"5308","CD8 naive"
"5309","CD4 and CD8 activated memory"
"5310","CD8 effector"
"5311","CD4 naive II"
"5312","Non classical monocytes"
"5313","Naive B"
"5314","CD56dim CD16bright NK"
"5315","NK-T doublets"
"5316","T-NK-B cell doublets"
"5317","MAIT-NKT cells"
"5318","CD4 naive II"
"5319","Non classical monocytes"
"5320","CD4 memory"
"5321","Non classical monocytes"
"5322","CD8 effector"
"5323","CD56dim CD16bright NK"
"5324","CD56dim CD16bright NK"
"5325","Naive B"
"5326","Non classical monocytes"
"5327","CD56dim CD16bright NK"
"5328","Naive B"
"5329","Non classical monocytes"
"5330","CD4 naive I"
"5331","CD8 memory"
"5332","Proliferating T and NK cell"
"5333","CD4 memory"
"5334","T-NK-B cell doublets"
"5335","Naive B"
"5336","CD4 naive I"
"5337","Naive B"
"5338","Naive B"
"5339","Naive B"
"5340","CD8 effector"
"5341","CD8 memory"
"5342","Memory B"
"5343","CD56dim CD16bright NK"
"5344","gdT cells"
"5345","CD56dim CD16bright NK"
"5346","Classical monocytes"
"5347","CD56dim CD16bright NK"
"5348","CD4 naive I"
"5349","CD56dim CD16bright NK"
"5350","CD4 memory"
"5351","CD56bright CD16dim NK"
"5352","gdT cells"
"5353","CD8 memory"
"5354","gdT cells"
"5355","Naive B"
"5356","CD56dim CD16bright NK"
"5357","conventional DC"
"5358","CD8 effector"
"5359","CD4 naive II"
"5360","Classical monocytes"
"5361","CD56dim CD16bright NK"
"5362","Non classical monocytes"
"5363","MAIT-NKT cells"
"5364","MAIT-NKT cells"
"5365","Proliferating T and NK cell"
"5366","CD56bright CD16dim NK"
"5367","Classical monocytes"
"5368","CD4 naive I"
"5369","CD8 naive"
"5370","Classical monocytes"
"5371","CD4 naive I"
"5372","Classical monocytes"
"5373","CD4 naive II"
"5374","CD56dim CD16bright NK"
"5375","Classical monocytes"
"5376","Memory B"
"5377","CD8 effector"
"5378","Classical monocytes"
"5379","CD56dim CD16bright NK"
"5380","Non classical monocytes"
"5381","MAIT-NKT cells"
"5382","Classical monocytes"
"5383","Classical monocytes"
"5384","CD56dim CD16bright NK"
"5385","CD4 memory"
"5386","CD56dim CD16bright NK"
"5387","CD56dim CD16bright NK"
"5388","gdT cells"
"5389","CD56dim CD16bright NK"
"5390","T-NK-B cell doublets"
"5391","Classical monocytes"
"5392","CD8 memory"
"5393","CD56dim CD16bright NK"
"5394","CD56dim CD16bright NK"
"5395","CD8 naive"
"5396","Neutrophils"
"5397","Non classical monocytes"
"5398","CD56dim CD16bright NK"
"5399","Classical monocytes"
"5400","CD4 naive I"
"5401","Naive B"
"5402","CD56dim CD16bright NK"
"5403","Naive B"
"5404","Platelet-bound monocytes"
"5405","CD56dim CD16bright NK"
"5406","CD56dim CD16bright NK"
"5407","Non classical monocytes"
"5408","plasmacytoid DC"
"5409","Non classical monocytes"
"5410","Classical monocytes"
"5411","CD8 naive"
"5412","Naive B"
"5413","CD4 naive I"
"5414","CD4 naive I"
"5415","CD56bright CD16dim NK"
"5416","CD8 effector"
"5417","CD8 effector"
"5418","Non classical monocytes"
"5419","Non classical monocytes"
"5420","Classical monocytes"
"5421","CD4 naive II"
"5422","Memory B"
"5423","Non classical monocytes"
"5424","CD8 memory"
"5425","Classical monocytes"
"5426","Naive B"
"5427","CD4 memory"
"5428","CD8 naive"
"5429","Classical monocytes"
"5430","gdT cells"
"5431","CD56dim CD16bright NK"
"5432","CD4 naive II"
"5433","CD4 naive I"
"5434","CD4 naive I"
"5435","CD4 naive II"
"5436","CD8 naive"
"5437","CD56dim CD16bright NK"
"5438","Classical monocytes"
"5439","Classical monocytes"
"5440","CD8 memory"
"5441","Non classical monocytes"
"5442","Classical monocytes"
"5443","gdT cells"
"5444","NK-T doublets"
"5445","CD56bright CD16dim NK"
"5446","CD8 memory"
"5447","Non classical monocytes"
"5448","CD56dim CD16bright NK"
"5449","NK-T doublets"
"5450","Memory B"
"5451","MAIT-NKT cells"
"5452","CD8 effector"
"5453","conventional DC"
"5454","Regulatory T cells"
"5455","CD4 naive I"
"5456","CD8 memory"
"5457","CD4 naive I"
"5458","Classical monocytes"
"5459","CD56dim CD16bright NK"
"5460","gdT cells"
"5461","CD56dim CD16bright NK"
"5462","NK-monocyte doublets"
"5463","T-NK-B cell doublets"
"5464","CD8 effector"
"5465","CD4 naive I"
"5466","Platelets"
"5467","MAIT-NKT cells"
"5468","CD8 naive"
"5469","CD8 naive"
"5470","CD56bright CD16dim NK"
"5471","CD4 memory"
"5472","Non classical monocytes"
"5473","T-NK-B cell doublets"
"5474","CD8 effector"
"5475","CD56bright CD16dim NK"
"5476","Memory B"
"5477","MAIT-NKT cells"
"5478","CD56dim CD16bright NK"
"5479","CD8 effector"
"5480","CD4 memory"
"5481","CD4 memory"
"5482","CD4 memory"
"5483","CD8 memory"
"5484","Naive B"
"5485","CD8 effector"
"5486","CD56dim CD16bright NK"
"5487","CD56dim CD16bright NK"
"5488","NK-T doublets"
"5489","CD56dim CD16bright NK"
"5490","gdT cells"
"5491","NK-T doublets"
"5492","CD56dim CD16bright NK"
"5493","CD8 memory"
"5494","Classical monocytes"
"5495","Classical monocytes"
"5496","CD8 memory"
"5497","Classical monocytes"
"5498","Non classical monocytes"
"5499","gdT cells"
"5500","Neutrophils"
"5501","Classical monocytes"
"5502","MAIT-NKT cells"
"5503","MAIT-NKT cells"
"5504","MAIT-NKT cells"
"5505","Platelets"
"5506","CD8 memory"
"5507","CD56dim CD16bright NK"
"5508","CD8 memory"
"5509","CD56dim CD16bright NK"
"5510","CD56dim CD16bright NK"
"5511","NK-monocyte doublets"
"5512","T-NK-B cell doublets"
"5513","CD4 memory"
"5514","Neutrophils"
"5515","gdT cells"
"5516","CD4 naive II"
"5517","Classical monocytes"
"5518","Naive B"
"5519","CD56dim CD16bright NK"
"5520","Classical monocytes"
"5521","MAIT-NKT cells"
"5522","CD8 effector"
"5523","CD4 naive II"
"5524","Neutrophils"
"5525","Classical monocytes"
"5526","CD8 effector"
"5527","Neutrophils"
"5528","CD4 naive I"
"5529","CD8 effector"
"5530","CD56bright CD16dim NK"
"5531","Classical monocytes"
"5532","CD4 memory"
"5533","CD56dim CD16bright NK"
"5534","CD56dim CD16bright NK"
"5535","MAIT-NKT cells"
"5536","Naive B"
"5537","gdT cells"
"5538","CD56dim CD16bright NK"
"5539","Classical monocytes"
"5540","gdT cells"
"5541","gdT cells"
"5542","CD4 memory"
"5543","NK-monocyte doublets"
"5544","CD8 naive"
"5545","Memory B"
"5546","CD56dim CD16bright NK"
"5547","Naive B"
"5548","gdT cells"
"5549","Naive B"
"5550","Classical monocytes"
"5551","Classical monocytes"
"5552","Classical monocytes"
"5553","CD4 memory"
"5554","CD8 effector"
"5555","conventional DC"
"5556","CD4 and CD8 activated memory"
"5557","CD56dim CD16bright NK"
"5558","CD4 and CD8 activated memory"
"5559","CD8 effector"
"5560","CD56dim CD16bright NK"
"5561","CD4 memory"
"5562","Memory B"
"5563","CD4 naive I"
"5564","MAIT-NKT cells"
"5565","T-NK-B cell doublets"
"5566","CD56dim CD16bright NK"
"5567","CD56dim CD16bright NK"
"5568","CD56dim CD16bright NK"
"5569","gdT cells"
"5570","Memory B"
"5571","CD56bright CD16dim NK"
"5572","Naive B"
"5573","CD8 memory"
"5574","CD56dim CD16bright NK"
"5575","CD4 naive II"
"5576","CD56dim CD16bright NK"
"5577","CD4 memory"
"5578","CD56dim CD16bright NK"
"5579","CD4 naive II"
"5580","Regulatory T cells"
"5581","CD56dim CD16bright NK"
"5582","CD4 and CD8 activated memory"
"5583","NK-T doublets"
"5584","Naive B"
"5585","MAIT-NKT cells"
"5586","gdT cells"
"5587","CD8 effector"
"5588","CD56bright CD16dim NK"
"5589","CD4 naive II"
"5590","Memory B"
"5591","CD56dim CD16bright NK"
"5592","CD8 effector"
"5593","Regulatory T cells"
"5594","Platelet-bound monocytes"
"5595","CD8 effector"
"5596","Classical monocytes"
"5597","CD56dim CD16bright NK"
"5598","CD8 naive"
"5599","NK-T doublets"
"5600","NK-T doublets"
"5601","CD56dim CD16bright NK"
"5602","CD56dim CD16bright NK"
"5603","Naive B"
"5604","CD4 naive I"
"5605","NK-monocyte doublets"
"5606","Naive B"
"5607","Non classical monocytes"
"5608","CD4 naive I"
"5609","CD56dim CD16bright NK"
"5610","Naive B"
"5611","Regulatory T cells"
"5612","CD8 effector"
"5613","gdT cells"
"5614","gdT cells"
"5615","Classical monocytes"
"5616","CD4 naive II"
"5617","CD4 memory"
"5618","MAIT-NKT cells"
"5619","plasmacytoid DC"
"5620","CD56bright CD16dim NK"
"5621","MAIT-NKT cells"
"5622","Neutrophils"
"5623","gdT cells"
"5624","CD56dim CD16bright NK"
"5625","Classical monocytes"
"5626","CD8 naive"
"5627","CD8 effector"
"5628","CD4 naive I"
"5629","Memory B"
"5630","CD4 memory"
"5631","Regulatory T cells"
"5632","CD56bright CD16dim NK"
"5633","CD4 memory"
"5634","Classical monocytes"
"5635","CD8 memory"
"5636","gdT cells"
"5637","CD4 naive II"
"5638","gdT cells"
"5639","MAIT-NKT cells"
"5640","CD56dim CD16bright NK"
"5641","CD4 naive I"
"5642","Classical monocytes"
"5643","CD4 naive II"
"5644","CD4 naive II"
"5645","CD8 naive"
"5646","CD56dim CD16bright NK"
"5647","CD8 effector"
"5648","CD4 memory"
"5649","Classical monocytes"
"5650","Neutrophils"
"5651","gdT cells"
"5652","CD4 naive II"
"5653","CD56dim CD16bright NK"
"5654","Naive B"
"5655","conventional DC"
"5656","CD4 naive I"
"5657","Non classical monocytes"
"5658","NK-T doublets"
"5659","Classical monocytes"
"5660","Classical monocytes"
"5661","CD56dim CD16bright NK"
"5662","CD56dim CD16bright NK"
"5663","gdT cells"
"5664","CD4 memory"
"5665","CD56dim CD16bright NK"
"5666","CD8 naive"
"5667","CD56dim CD16bright NK"
"5668","CD56dim CD16bright NK"
"5669","CD4 memory"
"5670","NK-monocyte doublets"
"5671","Classical monocytes"
"5672","gdT cells"
"5673","Non classical monocytes"
"5674","CD4 naive I"
"5675","Memory B"
"5676","MAIT-NKT cells"
"5677","gdT cells"
"5678","CD56dim CD16bright NK"
"5679","CD56dim CD16bright NK"
"5680","CD4 naive I"
"5681","Classical monocytes"
"5682","CD8 memory"
"5683","CD8 naive"
"5684","Classical monocytes"
"5685","CD56dim CD16bright NK"
"5686","CD56dim CD16bright NK"
"5687","CD8 memory"
"5688","CD4 memory"
"5689","T-NK-B cell doublets"
"5690","MAIT-NKT cells"
"5691","CD56dim CD16bright NK"
"5692","gdT cells"
"5693","CD4 naive I"
"5694","CD8 memory"
"5695","CD4 memory"
"5696","Classical monocytes"
"5697","CD8 naive"
"5698","CD56dim CD16bright NK"
"5699","T-NK-B cell doublets"
"5700","Non classical monocytes"
"5701","CD56dim CD16bright NK"
"5702","Classical monocytes"
"5703","gdT cells"
"5704","CD56bright CD16dim NK"
"5705","Non classical monocytes"
"5706","CD56dim CD16bright NK"
"5707","CD4 memory"
"5708","Classical monocytes"
"5709","CD56dim CD16bright NK"
"5710","CD56dim CD16bright NK"
"5711","T-NK-B cell doublets"
"5712","CD8 effector"
"5713","gdT cells"
"5714","CD56dim CD16bright NK"
"5715","CD56dim CD16bright NK"
"5716","Neutrophils"
"5717","Classical monocytes"
"5718","CD4 naive I"
"5719","CD56dim CD16bright NK"
"5720","CD4 memory"
"5721","CD56dim CD16bright NK"
"5722","CD8 naive"
"5723","CD56dim CD16bright NK"
"5724","Neutrophils"
"5725","CD4 naive I"
"5726","CD8 effector"
"5727","Regulatory T cells"
"5728","Non classical monocytes"
"5729","CD4 naive I"
"5730","CD56bright CD16dim NK"
"5731","Memory B"
"5732","Naive B"
"5733","CD56dim CD16bright NK"
"5734","CD8 memory"
"5735","CD8 naive"
"5736","CD8 naive"
"5737","NK-T doublets"
"5738","gdT cells"
"5739","Neutrophils"
"5740","CD56dim CD16bright NK"
"5741","Non classical monocytes"
"5742","Naive B"
"5743","CD8 effector"
"5744","Neutrophils"
"5745","CD4 memory"
"5746","CD4 naive I"
"5747","gdT cells"
"5748","CD56dim CD16bright NK"
"5749","Non classical monocytes"
"5750","gdT cells"
"5751","MAIT-NKT cells"
"5752","CD56dim CD16bright NK"
"5753","CD56dim CD16bright NK"
"5754","CD8 effector"
"5755","conventional DC"
"5756","conventional DC"
"5757","CD56dim CD16bright NK"
"5758","CD4 memory"
"5759","CD8 memory"
"5760","Memory B"
"5761","Naive B"
"5762","gdT cells"
"5763","CD4 memory"
"5764","CD56dim CD16bright NK"
"5765","T-NK-B cell doublets"
"5766","CD4 naive II"
"5767","CD4 naive II"
"5768","Classical monocytes"
"5769","CD56dim CD16bright NK"
"5770","CD56dim CD16bright NK"
"5771","CD8 memory"
"5772","CD8 effector"
"5773","gdT cells"
"5774","CD4 naive II"
"5775","CD4 naive II"
"5776","CD56dim CD16bright NK"
"5777","MAIT-NKT cells"
"5778","CD4 naive I"
"5779","CD4 naive I"
"5780","Non classical monocytes"
"5781","CD4 naive I"
"5782","CD56dim CD16bright NK"
"5783","CD4 memory"
"5784","Memory B"
"5785","Non classical monocytes"
"5786","CD4 naive II"
"5787","CD56dim CD16bright NK"
"5788","CD4 naive I"
"5789","MAIT-NKT cells"
"5790","CD4 naive I"
"5791","gdT cells"
"5792","Naive B"
"5793","CD56dim CD16bright NK"
"5794","CD56dim CD16bright NK"
"5795","CD8 naive"
"5796","CD4 naive I"
"5797","Neutrophils"
"5798","CD4 memory"
"5799","CD4 naive II"
"5800","CD56bright CD16dim NK"
"5801","CD4 naive I"
"5802","CD56dim CD16bright NK"
"5803","Classical monocytes"
"5804","Naive B"
"5805","CD8 memory"
"5806","NK-monocyte doublets"
"5807","CD56dim CD16bright NK"
"5808","CD8 memory"
"5809","MAIT-NKT cells"
"5810","CD4 memory"
"5811","CD4 naive I"
"5812","NK-T doublets"
"5813","CD4 naive I"
"5814","CD8 effector"
"5815","Neutrophils"
"5816","Non classical monocytes"
"5817","CD4 memory"
"5818","T-NK-B cell doublets"
"5819","CD4 naive I"
"5820","CD56dim CD16bright NK"
"5821","CD8 effector"
"5822","CD8 naive"
"5823","NK-monocyte doublets"
"5824","Neutrophils"
"5825","Non classical monocytes"
"5826","Memory B"
"5827","CD56dim CD16bright NK"
"5828","CD4 naive I"
"5829","Classical monocytes"
"5830","Platelet-bound monocytes"
"5831","MAIT-NKT cells"
"5832","CD8 memory"
"5833","Classical monocytes"
"5834","CD56dim CD16bright NK"
"5835","CD56bright CD16dim NK"
"5836","CD4 naive II"
"5837","CD56dim CD16bright NK"
"5838","CD56dim CD16bright NK"
"5839","CD4 naive II"
"5840","CD4 naive I"
"5841","MAIT-NKT cells"
"5842","Classical monocytes"
"5843","Non classical monocytes"
"5844","T-NK-B cell doublets"
"5845","CD56dim CD16bright NK"
"5846","gdT cells"
"5847","CD8 effector"
"5848","Non classical monocytes"
"5849","Classical monocytes"
"5850","CD8 memory"
"5851","CD56dim CD16bright NK"
"5852","CD4 memory"
"5853","CD56dim CD16bright NK"
"5854","CD4 memory"
"5855","CD8 memory"
"5856","Non classical monocytes"
"5857","CD4 naive I"
"5858","CD4 memory"
"5859","CD8 memory"
"5860","Non classical monocytes"
"5861","Memory B"
"5862","CD56dim CD16bright NK"
"5863","Classical monocytes"
"5864","Classical monocytes"
"5865","CD4 memory"
"5866","CD8 memory"
"5867","Classical monocytes"
"5868","Proliferating T and NK cell"
"5869","CD4 naive I"
"5870","CD56dim CD16bright NK"
"5871","Classical monocytes"
"5872","CD56dim CD16bright NK"
"5873","CD56dim CD16bright NK"
"5874","CD4 memory"
"5875","CD8 effector"
"5876","CD4 and CD8 activated memory"
"5877","CD8 naive"
"5878","CD4 naive I"
"5879","Non classical monocytes"
"5880","CD4 memory"
"5881","CD8 memory"
"5882","CD8 naive"
"5883","CD4 naive II"
"5884","CD4 memory"
"5885","NK-T doublets"
"5886","CD56dim CD16bright NK"
"5887","CD56dim CD16bright NK"
"5888","MAIT-NKT cells"
"5889","Classical monocytes"
"5890","NK-monocyte doublets"
"5891","CD4 and CD8 activated memory"
"5892","CD8 naive"
"5893","CD4 naive I"
"5894","CD4 memory"
"5895","CD4 naive II"
"5896","Memory B"
"5897","CD8 memory"
"5898","CD4 naive II"
"5899","CD56dim CD16bright NK"
"5900","gdT cells"
"5901","Naive B"
"5902","Naive B"
"5903","NK-monocyte doublets"
"5904","Memory B"
"5905","CD4 memory"
"5906","CD8 effector"
"5907","Classical monocytes"
"5908","CD8 effector"
"5909","CD4 memory"
"5910","Classical monocytes"
"5911","CD56dim CD16bright NK"
"5912","CD4 memory"
"5913","CD56dim CD16bright NK"
"5914","Classical monocytes"
"5915","CD56dim CD16bright NK"
"5916","Non classical monocytes"
"5917","CD56dim CD16bright NK"
"5918","T-NK-B cell doublets"
"5919","gdT cells"
"5920","CD8 memory"
"5921","CD4 and CD8 activated memory"
"5922","CD56dim CD16bright NK"
"5923","CD8 naive"
"5924","CD4 naive I"
"5925","Neutrophils"
"5926","CD56dim CD16bright NK"
"5927","CD8 memory"
"5928","Platelet-bound monocytes"
"5929","CD56bright CD16dim NK"
"5930","CD4 naive II"
"5931","T-NK-B cell doublets"
"5932","CD4 memory"
"5933","CD56dim CD16bright NK"
"5934","Classical monocytes"
"5935","CD56dim CD16bright NK"
"5936","CD8 memory"
"5937","T-NK-B cell doublets"
"5938","CD4 naive II"
"5939","CD8 naive"
"5940","CD4 memory"
"5941","Classical monocytes"
"5942","CD56dim CD16bright NK"
"5943","CD4 memory"
"5944","CD56dim CD16bright NK"
"5945","CD56dim CD16bright NK"
"5946","CD4 memory"
"5947","CD56dim CD16bright NK"
"5948","Neutrophils"
"5949","CD8 naive"
"5950","CD56dim CD16bright NK"
"5951","CD56dim CD16bright NK"
"5952","Platelet-bound monocytes"
"5953","CD56dim CD16bright NK"
"5954","Classical monocytes"
"5955","CD4 memory"
"5956","CD8 memory"
"5957","CD56dim CD16bright NK"
"5958","CD56dim CD16bright NK"
"5959","CD8 memory"
"5960","Classical monocytes"
"5961","CD8 effector"
"5962","CD4 memory"
"5963","Memory B"
"5964","Non classical monocytes"
"5965","CD4 naive I"
"5966","CD4 naive II"
"5967","CD56dim CD16bright NK"
"5968","Classical monocytes"
"5969","CD56bright CD16dim NK"
"5970","Classical monocytes"
"5971","CD4 naive I"
"5972","CD8 memory"
"5973","Platelet-bound monocytes"
"5974","MAIT-NKT cells"
"5975","CD56bright CD16dim NK"
"5976","CD8 memory"
"5977","Platelet-bound monocytes"
"5978","CD4 naive II"
"5979","Classical monocytes"
"5980","CD8 effector"
"5981","Classical monocytes"
"5982","CD8 naive"
"5983","gdT cells"
"5984","MAIT-NKT cells"
"5985","Non classical monocytes"
"5986","NK-T doublets"
"5987","CD56dim CD16bright NK"
"5988","MAIT-NKT cells"
"5989","CD4 naive I"
"5990","CD4 memory"
"5991","NK-T doublets"
"5992","Classical monocytes"
"5993","CD56dim CD16bright NK"
"5994","CD56dim CD16bright NK"
"5995","CD56dim CD16bright NK"
"5996","CD4 memory"
"5997","Classical monocytes"
"5998","Platelet-bound monocytes"
"5999","conventional DC"
"6000","CD8 memory"
"6001","Platelet-bound monocytes"
"6002","MAIT-NKT cells"
"6003","gdT cells"
"6004","CD4 naive II"
"6005","NK-T doublets"
"6006","CD56dim CD16bright NK"
"6007","Regulatory T cells"
"6008","CD56dim CD16bright NK"
"6009","CD56dim CD16bright NK"
"6010","CD4 memory"
"6011","CD4 naive II"
"6012","CD56dim CD16bright NK"
"6013","CD56bright CD16dim NK"
"6014","CD56bright CD16dim NK"
"6015","CD56dim CD16bright NK"
"6016","Non classical monocytes"
"6017","CD56dim CD16bright NK"
"6018","Classical monocytes"
"6019","gdT cells"
"6020","Classical monocytes"
"6021","Neutrophils"
"6022","CD4 memory"
"6023","MAIT-NKT cells"
"6024","CD56dim CD16bright NK"
"6025","CD56dim CD16bright NK"
"6026","CD4 memory"
"6027","NK-monocyte doublets"
"6028","CD8 effector"
"6029","gdT cells"
"6030","NK-monocyte doublets"
"6031","CD56bright CD16dim NK"
"6032","CD4 memory"
"6033","CD8 effector"
"6034","CD56dim CD16bright NK"
"6035","CD56dim CD16bright NK"
"6036","CD4 memory"
"6037","conventional DC"
"6038","CD4 naive I"
"6039","Neutrophils"
"6040","Naive B"
"6041","NK-T doublets"
"6042","Classical monocytes"
"6043","CD4 memory"
"6044","CD56dim CD16bright NK"
"6045","gdT cells"
"6046","CD56dim CD16bright NK"
"6047","CD8 effector"
"6048","Platelet-bound monocytes"
"6049","CD8 naive"
"6050","gdT cells"
"6051","Regulatory T cells"
"6052","CD56dim CD16bright NK"
"6053","Naive B"
"6054","Classical monocytes"
"6055","CD56dim CD16bright NK"
"6056","MAIT-NKT cells"
"6057","CD4 naive II"
"6058","CD4 memory"
"6059","Proliferating T and NK cell"
"6060","CD56dim CD16bright NK"
"6061","Naive B"
"6062","CD4 naive II"
"6063","CD56dim CD16bright NK"
"6064","MAIT-NKT cells"
"6065","Classical monocytes"
"6066","CD56dim CD16bright NK"
"6067","Classical monocytes"
"6068","T-NK-B cell doublets"
"6069","Classical monocytes"
"6070","CD4 memory"
"6071","CD4 memory"
"6072","CD4 memory"
"6073","CD4 and CD8 activated memory"
"6074","gdT cells"
"6075","CD8 effector"
"6076","CD56dim CD16bright NK"
"6077","CD4 memory"
"6078","CD56dim CD16bright NK"
"6079","MAIT-NKT cells"
"6080","CD56dim CD16bright NK"
"6081","CD4 naive I"
"6082","gdT cells"
"6083","CD56dim CD16bright NK"
"6084","Proliferating T and NK cell"
"6085","CD4 naive I"
"6086","conventional DC"
"6087","Classical monocytes"
"6088","Platelet-bound monocytes"
"6089","gdT cells"
"6090","CD56dim CD16bright NK"
"6091","MAIT-NKT cells"
"6092","NK-T doublets"
"6093","CD56bright CD16dim NK"
"6094","CD4 memory"
"6095","CD4 and CD8 activated memory"
"6096","Classical monocytes"
"6097","CD4 memory"
"6098","CD8 effector"
"6099","Neutrophils"
"6100","CD56dim CD16bright NK"
"6101","Memory B"
"6102","CD8 memory"
"6103","CD8 effector"
"6104","CD8 naive"
"6105","CD4 memory"
"6106","CD56dim CD16bright NK"
"6107","Neutrophils"
"6108","Memory B"
"6109","CD56bright CD16dim NK"
"6110","NK-monocyte doublets"
"6111","CD56dim CD16bright NK"
"6112","Naive B"
"6113","CD4 naive I"
"6114","CD4 naive I"
"6115","CD56dim CD16bright NK"
"6116","CD56dim CD16bright NK"
"6117","CD4 memory"
"6118","Naive B"
"6119","CD8 effector"
"6120","MAIT-NKT cells"
"6121","Classical monocytes"
"6122","Classical monocytes"
"6123","CD56dim CD16bright NK"
"6124","CD4 memory"
"6125","CD4 naive II"
"6126","T-NK-B cell doublets"
"6127","CD56dim CD16bright NK"
"6128","T-NK-B cell doublets"
"6129","Classical monocytes"
"6130","CD4 naive I"
"6131","CD4 naive I"
"6132","CD4 naive I"
"6133","Classical monocytes"
"6134","CD56dim CD16bright NK"
"6135","CD56dim CD16bright NK"
"6136","CD4 naive II"
"6137","CD56dim CD16bright NK"
"6138","CD8 effector"
"6139","CD56dim CD16bright NK"
"6140","CD4 naive I"
"6141","CD4 naive I"
"6142","Neutrophils"
"6143","CD56dim CD16bright NK"
"6144","CD8 effector"
"6145","CD56dim CD16bright NK"
"6146","Naive B"
"6147","CD56dim CD16bright NK"
"6148","Platelet-bound monocytes"
"6149","CD56dim CD16bright NK"
"6150","gdT cells"
"6151","NK-T doublets"
"6152","Naive B"
"6153","CD4 naive II"
"6154","NK-monocyte doublets"
"6155","CD56dim CD16bright NK"
"6156","CD4 naive I"
"6157","CD56dim CD16bright NK"
"6158","CD4 memory"
"6159","CD8 naive"
"6160","CD4 memory"
"6161","Naive B"
"6162","CD4 memory"
